Room ID,Room Description,Item Code,Item Description,Part of Union,Qty New,Unit Cost,Group,ERM Cat,Updates for OBC ,
CCU8BC001,ICU_ISO Bed,PEN9009,"PENDANT INTENSIVE/CRITICAL CARE medical and power supply unit, 2 articulated arms, with docking system, ceiling mounted, with facilities for mounting medical gases, power outlets and equipment as required",PEN-01,1,21000,1,1.1,,
CCU8BC001,ICU_ISO Bed,SWC9000,"SWITCH dimmer modulating, pendant mounted",PEN-01,1,,1,1,,
CCU8BC001,ICU_ISO Bed,SWC9001,"SWITCH examination light control, ON/DIM/OFF, pendant mounted",PEN-01,1,,1,1,,
CCU8BC001,ICU_ISO Bed,BOA034,"BOARD, marker, whiteboard, dry-wipe, with pen holder, wall mounted, 600H 900W",,1,30,2,2.3,,
CCU8BC001,ICU_ISO Bed,CAL035,"LAMP repeat call (patient/staff or staff emergency or Cardiac call), ceiling mounted",,1,0,1,1,,
CCU8BC001,ICU_ISO Bed,CHA302,"CHAIR, swivel, height adjustable, medium back, wipeable, 5 star base, on castors",,1,80,3,3,,
CCU8BC001,ICU_ISO Bed,CHA317,"CHAIR, upright, upholstered, stacking, wipeable",,1,50,3,3,,
CCU8BC001,ICU_ISO Bed,CLO004,"CLOCK battery with second sweep hand, wall mounted",,1,20,2,2.3,,
CCU8BC001,ICU_ISO Bed,DIS026,"DISPENSER, Medical hand sanitizer, lever action, wall mounted",,1,35,2,2.3,,
CCU8BC001,ICU_ISO Bed,DIS438,"DISPENSER, disposable gloves set of 3 and disposable apron, wall mounted",,1,35,2,2.3,,
CCU8BC001,ICU_ISO Bed,HOL006,"HOLDER, sack, with lid foot operated, medium, freestanding, 875H 430W 385D",,2,120,3,3,,
CCU8BC001,ICU_ISO Bed,HOO022,"HOOK, double, wall mounted",,1,8,1,1,,
CCU8BC001,ICU_ISO Bed,INF002,"INFUSION volumetric pump, 188H 110W 60D",,6,2900,3,3,,
CCU8BC001,ICU_ISO Bed,MON9015,"MONITOR, observation",,1,,3,3,,
CCU8BC001,ICU_ISO Bed,MSW002,"WORKTOP, for 2x 600mm facing inserts cabinets, 1310W 500D nominal",,1,240,1,1,keep worktop for fluid warmer and trolleys underneath,
CCU8BC001,ICU_ISO Bed,OUT005,"SOCKET outlet, switched, 13 amp, single",,1,0,1,1,,
CCU8BC001,ICU_ISO Bed,OUT131,"SOCKET outlet data/voice, double.",,1,0,1,1,,
CCU8BC001,ICU_ISO Bed,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",,4,,1,1,,
CCU8BC001,ICU_ISO Bed,PEN9016,"PENDANT POWER/DATA services, lateral and vertical movement, ceiling mounted",,1,14000,1,1.1,,
CCU8BC001,ICU_ISO Bed,STA142,"STAND, infusion, twin hook, breaks, mobile",,2,200,3,3,,
CCU8BC001,ICU_ISO Bed,SUC005,"SUCTION UNIT, electric, mobile, 845H 470W 410D",,1,750,3,3,,
CCU8BC001,ICU_ISO Bed,SYR003,"SYRINGE pump, battery operated, 170H 35W 75D",,8,1800,3,3,,
CCU8BC001,ICU_ISO Bed,TRO130,"TROLLEY, dressing/instrument, stainless steel, antistatic castors, 870H 450W450D",,2,230,3,3,,
CCU8BC001,ICU_ISO Bed,TRO135,"TROLLEY, dressing/equipment, 6 clear trays, buffered, 890H 510W 480D",,2,650,3,3,,
CCU8BC001,ICU_ISO Bed,VEN024,"VENTILATOR, adult, mechanical, mobile, 1340H 495W 520D",,1,30000,3,3,,
CCU8BC001,ICU_ISO Bed,WAR053,"WARMER, blood/fluid, maintains temperature between 36 and 43 deg.C at flow rates up to 500 ml/min, 35H 235W 273D",,1,3000,3,3,,
CCU8BC010,ISO Lobby,BAS101,"BASIN, medium, hospital pattern, vitreous china, no tap holes, no overflow, integral back outlet, 500W 400D.",BAS-01,1,67,1,1,,
CCU8BC010,ISO Lobby,DIS013,"DISPENSER, paper towel, wall mounted",BAS-01,1,15,2,2.3,,
CCU8BC010,ISO Lobby,DIS030,"DISPENSER, soap, disposable single cartridge, lever action, wall mounted",BAS-01,1,15,2,2.3,,
CCU8BC010,ISO Lobby,HOL004,"HOLDER, sack, with lid foot operated, small, freestanding",BAS-01,1,100,3,3,,
CCU8BC010,ISO Lobby,OUT001,"OUTLET cable fused, wall mounted",BAS-01,1,0,1,1,,
CCU8BC010,ISO Lobby,TAP826,"TAP bib, single lever, hospital pattern, 2x 1/2 in. inlets, integral thermostatic combination mixer, single flow, fixed horizontal nozzle. Sequential operation.",BAS-01,1,,1,1,,
CCU8BC010,ISO Lobby,WAS107,"TRAP, bottle, 1.1/4 in, plastic resealing.",BAS-01,1,35,1,1,,
CCU8BC010,ISO Lobby,DIS438,"DISPENSER, disposable gloves set of 3 and disposable apron, wall mounted",,1,35,2,2.3,,
CCU8BC010,ISO Lobby,HOL006,"HOLDER, sack, with lid foot operated, medium, freestanding, 875H 430W 385D",,1,120,3,3,,
CCU8BC010,ISO Lobby,HOO022,"HOOK, double, wall mounted",,1,8,1,1,,
CCU8BC010,ISO Lobby,OUT005,"SOCKET outlet, switched, 13 amp, single",,1,0,1,1,,
CCU8BC010,ISO Lobby,TRO235,"TROLLEY, contaminated linen, single ring, stainless steel",,1,190,3,3,,
CCU8BC019,ICU Single Bed Bay,BAS101,"BASIN, medium, hospital pattern, vitreous china, no tap holes, no overflow, integral back outlet, 500W 400D.",BAS-01,1,67,1,1,,
CCU8BC019,Single Bed Bay,DIS013,"DISPENSER, paper towel, wall mounted",BAS-01,1,15,2,2.3,,
CCU8BC019,Single Bed Bay,DIS030,"DISPENSER, soap, disposable single cartridge, lever action, wall mounted",BAS-01,1,15,2,2.3,,
CCU8BC019,Single Bed Bay,HOL004,"HOLDER, sack, with lid foot operated, small, freestanding",BAS-01,1,100,3,3,,
CCU8BC019,Single Bed Bay,OUT001,"OUTLET cable fused, wall mounted",BAS-01,1,0,1,1,,
CCU8BC019,Single Bed Bay,TAP826,"TAP bib, single lever, hospital pattern, 2x 1/2 in. inlets, integral thermostatic combination mixer, single flow, fixed horizontal nozzle. Sequential operation.",BAS-01,1,,1,1,,
CCU8BC019,Single Bed Bay,WAS107,"TRAP, bottle, 1.1/4 in, plastic resealing.",BAS-01,1,35,1,1,,
CCU8BC019,Single Bed Bay,BED016,"BED, CCU/ITU, radio translucent rising backrest, two-way tilt, height adjustable (685-860), on castors",BED-08,1,17000,3,3,,
CCU8BC019,Single Bed Bay,MAT9004,"MATTRESS, suitable for ITU/CCU bed",BED-08,1,2000,3,3,,
CCU8BC019,Single Bed Bay,COM031,COMPUTER CPU,COM-02,1,800,3,3.2,,
CCU8BC019,Single Bed Bay,COM033,COMPUTER KEYBOARD,COM-02,1,25,3,3.2,,
CCU8BC019,Single Bed Bay,COM9010,"COMPUTER MONITOR, 24"" TFT, digital flat panel display, high-resolution screens, desk top",COM-02,1,450,3,3.2,,
CCU8BC019,Single Bed Bay,BRA9007,"BRACKET, wall mounted, for vital signs monitor",MON-02,1,250,1,2.3,,
CCU8BC019,Single Bed Bay,MON013,"MONITOR, vital signs, multi-parameter, with accessories, 280H 360W 215D",MON-02,1,6100,3,3,,
CCU8BC019,Single Bed Bay,OUT131,"SOCKET outlet data/voice, double.",OUT-01,1,0,1,1,,
CCU8BC019,Single Bed Bay,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",OUT-01,1,,1,1,,
CCU8BC019,Single Bed Bay,OUT9034,"SOCKET outlet switched 13amp twin, USB port twin, wall/trunking mounted",OUT-01,1,,1,1,,
CCU8BC019,Single Bed Bay,OUT342,"OUTLET, drain point",PAN-01,1,154,1,1,,
CCU8BC019,Single Bed Bay,OUT9007,OUTLET reverse osmosis (RO) water for equipment,PAN-01,1,,1,1,,
CCU8BC019,Single Bed Bay,PAN069,"PANEL media, for satellite dialysis machine, wall mounted",PAN-01,1,1200,1,1.1,,
CCU8BC019,Single Bed Bay,CAL9009,"PUSH BUTTON staff emergency call, reset and integral/adjacent indicator lamp, pendant mounted",PEN-01,1,170,1,1,,
CCU8BC019,Single Bed Bay,CAL9010,"PUSH BUTTON staff crash call, reset and integral/adjacent indicator lamp, pendant mounted",PEN-01,1,170,1,1,,
CCU8BC019,Single Bed Bay,LIG9005,"LUMINAIRE examination adjustable, 50000 lux, pendant mounted",PEN-01,1,2500,1,1.1,,
CCU8BC019,Single Bed Bay,OUT9018,"SOCKET outlet unswitched 13amp single, pendant mounted",PEN-01,28,,1,1,,
CCU8BC019,Single Bed Bay,OUT9019,"SOCKET outlet double data, pendant mounted",PEN-01,4,,1,1,,
CCU8BC019,Single Bed Bay,OUT9056,"CONNECTION UNIT unswitched 13amp, pendant mounted",PEN-01,1,,1,1,,
CCU8BC019,Single Bed Bay,OUT9151,"SOCKET outlet patient monitoring, pendant mounted",PEN-01,1,,1,1,,
CCU8BC019,Single Bed Bay,OUT9452,"OUTLET 4 kPa compressed air medical, pendant mounted",PEN-01,4,,1,1,,
CCU8BC019,Single Bed Bay,OUT9471,"OUTLET oxygen medical, pendant mounted",PEN-01,4,,1,1,,
CCU8BC019,Single Bed Bay,OUT9476,"OUTLET vacuum medical, pendant mounted",PEN-01,4,,1,1,,
CCU8BC019,Single Bed Bay,PEN9009,"PENDANT INTENSIVE/CRITICAL CARE medical and power supply unit, 2 articulated arms, with docking system, ceiling mounted, with facilities for mounting medical gases, power outlets and equipment as required",PEN-01,1,21000,1,1.1,,
CCU8BC019,Single Bed Bay,SWC9000,"SWITCH dimmer modulating, pendant mounted",PEN-01,1,,1,1,,
CCU8BC019,Single Bed Bay,SWC9001,"SWITCH examination light control, ON/DIM/OFF, pendant mounted",PEN-01,1,,1,1,,
CCU8BC019,Single Bed Bay,BOA034,"BOARD, marker, whiteboard, dry-wipe, with pen holder, wall mounted, 600H 900W",,1,30,2,2.3,,
CCU8BC019,Single Bed Bay,BRA9000,"BRACKET, sharps bin, wall mounted",,1,25,1,2.3,,
CCU8BC019,Single Bed Bay,CAL035,"LAMP repeat call (patient/staff or staff emergency or Cardiac call), ceiling mounted",,1,0,1,1,,
CCU8BC019,Single Bed Bay,CHA302,"CHAIR, swivel, height adjustable, medium back, wipeable, 5 star base, on castors",,1,80,3,3,,
CCU8BC019,Single Bed Bay,CHA317,"CHAIR, upright, upholstered, stacking, wipeable",,1,50,3,3,,
CCU8BC019,Single Bed Bay,CLO004,"CLOCK battery with second sweep hand, wall mounted",,1,20,2,2.3,,
CCU8BC019,Single Bed Bay,DIS026,"DISPENSER, Medical hand sanitizer, lever action, wall mounted",,1,35,2,2.3,,
CCU8BC019,Single Bed Bay,DIS438,"DISPENSER, disposable gloves set of 3 and disposable apron, wall mounted",,1,35,2,2.3,,
CCU8BC019,Single Bed Bay,HOL006,"HOLDER, sack, with lid foot operated, medium, freestanding, 875H 430W 385D",,2,120,3,3,,
CCU8BC019,Single Bed Bay,HOO022,"HOOK, double, wall mounted",,1,8,1,1,,
CCU8BC019,Single Bed Bay,INF002,"INFUSION volumetric pump, 188H 110W 60D",,6,2900,3,3,,
CCU8BC019,Single Bed Bay,MON9015,"MONITOR, observation",,1,,3,3,,
CCU8BC019,Single Bed Bay,MSW002,"WORKTOP, for 2x 600mm facing inserts cabinets, 1310W 500D nominal",,1,240,1,1,,
CCU8BC019,Single Bed Bay,OUT005,"SOCKET outlet, switched, 13 amp, single",,1,0,1,1,,
CCU8BC019,Single Bed Bay,OUT131,"SOCKET outlet data/voice, double.",,1,0,1,1,,
CCU8BC019,Single Bed Bay,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",,4,,1,1,,
CCU8BC019,Single Bed Bay,PEN9016,"PENDANT POWER/DATA services, lateral and vertical movement, ceiling mounted",,1,14000,1,1.1,,
CCU8BC019,Single Bed Bay,STA142,"STAND, infusion, twin hook, breaks, mobile",,2,200,3,3,,
CCU8BC019,Single Bed Bay,SUC005,"SUCTION UNIT, electric, mobile, 845H 470W 410D",,1,750,3,3,,
CCU8BC019,Single Bed Bay,SYR003,"SYRINGE pump, battery operated, 170H 35W 75D",,8,1800,3,3,,
CCU8BC019,Single Bed Bay,TRO130,"TROLLEY, dressing/instrument, stainless steel, antistatic castors, 870H 450W450D",,2,230,3,3,,
CCU8BC019,Single Bed Bay,TRO135,"TROLLEY, dressing/equipment, 6 clear trays, buffered, 890H 510W 480D",,2,650,3,3,,
CCU8BC019,Single Bed Bay,VEN024,"VENTILATOR, adult, mechanical, mobile, 1340H 495W 520D",,1,30000,3,3,,
CCU8BC019,Single Bed Bay,WAR053,"WARMER, blood/fluid, maintains temperature between 36 and 43 deg.C at flow rates up to 500 ml/min, 35H 235W 273D",,1,3000,3,3,,
CLRER002,Baby - feed,BAS106,"BASIN, medium, general pattern, vitreous china, 1 tap right hand hole, no overflow, bottom outlet, 500W 400D.",BAS-03,1,50,1,1,,
CLRER002,Baby - feed,DIS013,"DISPENSER, paper towel, wall mounted",BAS-03,1,15,2,2.3,,
CLRER002,Baby - feed,DIS030,"DISPENSER, soap, disposable single cartridge, lever action, wall mounted",BAS-03,1,15,2,2.3,,
CLRER002,Baby - feed,HOL004,"HOLDER, sack, with lid foot operated, small, freestanding",BAS-03,1,100,3,3,,
CLRER002,Baby - feed,TAP289,"TAP, monobloc, pillar mixer, integral thermostatic, short lever.",BAS-03,1,250,1,1,,
CLRER002,Baby - feed,WAS100,"WASTE, unslotted flush-grated, metal, 1.1/4 in. .",BAS-03,1,45,1,1,,
CLRER002,Baby - feed,WAS107,"TRAP, bottle, 1.1/4 in, plastic resealing.",BAS-03,1,35,1,1,,
CLRER002,Baby - feed,DIS002,"DISPENSER, cooler, drinking water, (fountain), (capacity 63.3 l/hr), floor standing",DIS-01,1,300,2,2.3,,
CLRER002,Baby - feed,OUT056,"CONNECTION UNIT, unswitched, 13 amp",DIS-01,1,190,1,1,,
CLRER002,Baby - feed,OUT315,"OUTLET, drinking water for equipment",DIS-01,1,82,1,1,,
CLRER002,Baby - feed,OUT342,"OUTLET, drain point",DIS-01,1,154,1,1,,
CLRER002,Baby - feed,CHA306,"CHAIR, easy, low back, with open arms, upholstered, wipeable",,1,360,3,3,,
CLRER002,Baby - feed,CHA317,"CHAIR, upright, upholstered, stacking, wipeable",,1,50,3,3,,
CLRER002,Baby - feed,CLO004,"CLOCK battery with second sweep hand, wall mounted",,1,20,2,2.3,,
CLRER002,Baby - feed,HOL006,"HOLDER, sack, with lid foot operated, medium, freestanding, 875H 430W 385D",,1,120,3,3,,
CLRER002,Baby - feed,HOO022,"HOOK, double, wall mounted",,1,8,1,1,,
CLRER002,Baby - feed,MIR024,"MIRROR, unbreakable, wall mounted, 800H 300W",,1,45,1,1,,
CLRER002,Baby - feed,OUT005,"SOCKET outlet, switched, 13 amp, single",,1,0,1,1,,
CLRER002,Baby - feed,STF200,"STORAGE UNIT, mid, shelf, 150H 300W 150D",,1,45,1,1,,
CLRER002,Baby - feed,TAB053,"TABLE, occasional, square, 415H 610W 610D",,1,200,3,3,,
CLRER002,Baby - feed,NCU001,"BABY NAPPY CHANGING UNIT, folds up base, heavy duty plastic, safety straps, wall mounted, 900H 560W 885D",,1,350,2,2.3,,
CLRER002,Baby - feed,BIN028,"BIN, nappy disposal, sealed, operated with one hand, ",,1,120,3,3,,
ENDPS005,Endoscopy Procedure,BAS101,"BASIN, medium, hospital pattern, vitreous china, no tap holes, no overflow, integral back outlet, 500W 400D.",BAS-01,1,67,1,1,,
ENDPS005,Endoscopy Procedure,DIS013,"DISPENSER, paper towel, wall mounted",BAS-01,1,15,2,2.3,,
ENDPS005,Endoscopy Procedure,DIS030,"DISPENSER, soap, disposable single cartridge, lever action, wall mounted",BAS-01,1,15,2,2.3,,
ENDPS005,Endoscopy Procedure,HOL004,"HOLDER, sack, with lid foot operated, small, freestanding",BAS-01,1,100,3,3,,
ENDPS005,Endoscopy Procedure,OUT001,"OUTLET cable fused, wall mounted",BAS-01,1,0,1,1,,
ENDPS005,Endoscopy Procedure,TAP826,"TAP bib, single lever, hospital pattern, 2x 1/2 in. inlets, integral thermostatic combination mixer, single flow, fixed horizontal nozzle. Sequential operation.",BAS-01,1,,1,1,,
ENDPS005,Endoscopy Procedure,WAS107,"TRAP, bottle, 1.1/4 in, plastic resealing.",BAS-01,1,35,1,1,,
ENDPS005,Endoscopy Procedure,COM031,COMPUTER CPU,COM-02,1,800,3,3.2,,
ENDPS005,Endoscopy Procedure,COM033,COMPUTER KEYBOARD,COM-02,1,25,3,3.2,,
ENDPS005,Endoscopy Procedure,COM9010,"COMPUTER MONITOR, 24"" TFT, digital flat panel display, high-resolution screens, desk top",COM-02,1,450,3,3.2,,
ENDPS005,Endoscopy Procedure,LIG073,"ILLUMINATED SIGN, 'Room in use'",LIG-11,1,264,1,1,,
ENDPS005,Endoscopy Procedure,OUT056,"CONNECTION UNIT, unswitched, 13 amp",LIG-11,1,190,1,1,,
ENDPS005,Endoscopy Procedure,OUT131,"SOCKET outlet data/voice, double.",OUT-01,1,0,1,1,,
ENDPS005,Endoscopy Procedure,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",OUT-01,1,,1,1,,
ENDPS005,Endoscopy Procedure,OUT9034,"SOCKET outlet switched 13amp twin, USB port twin, wall/trunking mounted",OUT-01,1,,1,1,,
ENDPS005,Endoscopy Procedure,OUT006,"SOCKET outlet unswitched 13amp single, wall mounted",OUT-03,1,190,1,1,,
ENDPS005,Endoscopy Procedure,OUT056,"CONNECTION UNIT, unswitched, 13 amp",OUT-03,1,190,1,1,,
ENDPS005,Endoscopy Procedure,OUT9018,"SOCKET outlet unswitched 13amp single, pendant mounted",PEN-04,4,,1,1,,
ENDPS005,Endoscopy Procedure,OUT9019,"SOCKET outlet double data, pendant mounted",PEN-04,1,,1,1,,
ENDPS005,Endoscopy Procedure,OUT9452,"OUTLET 4 kPa compressed air medical, pendant mounted",PEN-04,1,,1,1,,
ENDPS005,Endoscopy Procedure,OUT9462,"OUTLET nitrous oxide medical, pendant mounted",PEN-04,1,,1,1,,
ENDPS005,Endoscopy Procedure,OUT9471,"OUTLET oxygen medical, pendant mounted",PEN-04,1,,1,1,,
ENDPS005,Endoscopy Procedure,OUT9476,"OUTLET vacuum medical, pendant mounted",PEN-04,1,,1,1,,
ENDPS005,Endoscopy Procedure,OUT9479,"OUTLET gas scavenging medical (AGS), pendant mounted",PEN-04,1,,1,1,,
ENDPS005,Endoscopy Procedure,PEN9012,"PENDANT ENDOSCOPY, medical and power supply unit, ceiling mounted",PEN-04,1,18000,1,1.1,,
ENDPS005,Endoscopy Procedure,LIG138,"LUMINAIRE, indicating controlled drugs cupboard repeat",STF-02,1,22,1,1,,
ENDPS005,Endoscopy Procedure,OUT050,"OUTLET, controlled drugs cupboard",STF-02,1,190,1,1,,
ENDPS005,Endoscopy Procedure,STF9103,"STORAGE UNIT, upper, cupboard, controlled drugs, 1 door, lockable, with warning light, 600H 600W 300D",STF-02,1,790,1,1,code change,
ENDPS005,Endoscopy Procedure,CAL035,"LAMP repeat call (patient/staff or staff emergency or Cardiac call), ceiling mounted",,1,0,1,1,,
ENDPS005,Endoscopy Procedure,CAL9007,"PUSH BUTTON staff emergency call, reset and integral/adjacent indicator lamp, wall/trunking mounted",,1,0,1,1,,
ENDPS005,Endoscopy Procedure,CHA303,"CHAIR, swivel, height adjustable 540-790, tilting back, adjustable footrest, wipeable, 5 star base, on castors/glides",,1,100,3,3,,
ENDPS005,Endoscopy Procedure,COM038,"COMPUTER PRINTER, laser, A4, 250H 380W 385D",,1,1200,3,3.2,,
ENDPS005,Endoscopy Procedure,DIS438,"DISPENSER, disposable gloves set of 3 and disposable apron, wall mounted",,1,35,2,2.3,,
ENDPS005,Endoscopy Procedure,END9000,"ENDOSCOPY STACK, complete",,1,100000,3,3,,
ENDPS005,Endoscopy Procedure,HOL006,"HOLDER, sack, with lid foot operated, medium, freestanding, 875H 430W 385D",,2,120,3,3,,
ENDPS005,Endoscopy Procedure,LIG050,LUMINAIRE operating (minor),,1,9000,1,1.1,,
ENDPS005,Endoscopy Procedure,OUT005,"SOCKET outlet, switched, 13 amp, single",,1,0,1,1,,
ENDPS005,Endoscopy Procedure,OUT131,"SOCKET outlet data/voice, double.",,1,0,1,1,,
ENDPS005,Endoscopy Procedure,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",,4,,1,1,,
ENDPS005,Endoscopy Procedure,REF060,"REFRIGERATOR, reagents, capacity 110 litre, external temperature gauge, automatic defrost, underbench, 850H 500W 590D",,1,700,3,3,,
ENDPS005,Endoscopy Procedure,STF9000,"STORAGE UNIT, lower, cupboard, 1 door, 1 shelf, right handed, 865H 600W 565D",,2,240,1,1,,
ENDPS005,Endoscopy Procedure,STF9001,"STORAGE UNIT, lower, cupboard, 1 door, 1 shelf, left handed, 865H 600W 565D",,2,240,1,1,,
ENDPS005,Endoscopy Procedure,STF9104,"STORAGE UNIT, upper, cupboard, 1 door, 1 shelf, left handed, lockable, 600H 600W 300D",,3,220,1,1,code change,
ENDPS005,Endoscopy Procedure,STF9105,"STORAGE UNIT, upper, cupboard, 1 door, 1 shelf, right handed, lockable, 600H 600W 300D",,3,220,1,1,code change,
ENDPS005,Endoscopy Procedure,SUC002,"SUCTION UNIT, pipeline, high pressure, theatre",,1,950,3,3,,
ENDPS005,Endoscopy Procedure,TRO135,"TROLLEY, dressing/equipment, 6 clear trays, buffered, 890H 510W 480D",,1,650,3,3,,
ENDPS005,Endoscopy Procedure,TRO145,"TROLLEY endoscope, 1680H 1190W 600D",,1,3000,3,3,,
ENDPS005,Endoscopy Procedure,TRO295,"TROLLEY PATIENT, day surgery, with x-ray translucent platform, with brakes",,1,3500,3,3,,
ENDPS005,Endoscopy Procedure,WOR6018,"WORKTOP, 1800W 600D",,2,,1,1,,
GODA001,Baby - change,BAS106,"BASIN, medium, general pattern, vitreous china, 1 tap right hand hole, no overflow, bottom outlet, 500W 400D.",BAS-03,1,50,1,1,,
GODA001,Baby - change,DIS013,"DISPENSER, paper towel, wall mounted",BAS-03,1,15,2,2.3,,
GODA001,Baby - change,DIS030,"DISPENSER, soap, disposable single cartridge, lever action, wall mounted",BAS-03,1,15,2,2.3,,
GODA001,Baby - change,HOL004,"HOLDER, sack, with lid foot operated, small, freestanding",BAS-03,1,100,3,3,,
GODA001,Baby - change,TAP289,"TAP, monobloc, pillar mixer, integral thermostatic, short lever.",BAS-03,1,250,1,1,,
GODA001,Baby - change,WAS100,"WASTE, unslotted flush-grated, metal, 1.1/4 in. .",BAS-03,1,45,1,1,,
GODA001,Baby - change,WAS107,"TRAP, bottle, 1.1/4 in, plastic resealing.",BAS-03,1,35,1,1,,
GODA001,Baby - change,CHA317,"CHAIR, upright, upholstered, stacking, wipeable",,1,50,3,3,,
GODA001,Baby - change,HOL006,"HOLDER, sack, with lid foot operated, medium, freestanding, 875H 430W 385D",,1,120,3,3,,
GODA001,Baby - change,BIN028,"BIN, nappy disposal, sealed, operated with one hand, ",,1,120,3,3,,
GODA001,Baby - change,HOO019,"HOOK, single, small, wall mounted",,2,8,1,1,,
GODA001,Baby - change,MIR004,"MIRROR, wall mounted, 1600H 400W",,1,155,1,1,,
GODA001,Baby - change,NCU001,"BABY NAPPY CHANGING UNIT, folds up base, heavy duty plastic, safety straps, wall mounted, 900H 560W 885D",,1,350,2,2.3,,
GODA001,Baby - change,STF200,"STORAGE UNIT, mid, shelf, 150H 300W 150D",,1,45,1,1,,
GODA002,Clean Utility - non-inpatient,BAS101,"BASIN, medium, hospital pattern, vitreous china, no tap holes, no overflow, integral back outlet, 500W 400D.",BAS-01,1,67,1,1,,
GODA002,Clean Utility - non-inpatient,DIS013,"DISPENSER, paper towel, wall mounted",BAS-01,1,15,2,2.3,,
GODA002,Clean Utility - non-inpatient,DIS030,"DISPENSER, soap, disposable single cartridge, lever action, wall mounted",BAS-01,1,15,2,2.3,,
GODA002,Clean Utility - non-inpatient,HOL004,"HOLDER, sack, with lid foot operated, small, freestanding",BAS-01,1,100,3,3,,
GODA002,Clean Utility - non-inpatient,OUT001,"OUTLET cable fused, wall mounted",BAS-01,1,0,1,1,,
GODA002,Clean Utility - non-inpatient,TAP826,"TAP bib, single lever, hospital pattern, 2x 1/2 in. inlets, integral thermostatic combination mixer, single flow, fixed horizontal nozzle. Sequential operation.",BAS-01,1,,1,1,,
GODA002,Clean Utility - non-inpatient,WAS107,"TRAP, bottle, 1.1/4 in, plastic resealing.",BAS-01,1,35,1,1,,
GODA002,Clean Utility - non-inpatient,OUT006,"SOCKET outlet unswitched 13amp single, wall mounted",OUT-03,1,190,1,1,,
GODA002,Clean Utility - non-inpatient,OUT056,"CONNECTION UNIT, unswitched, 13 amp",OUT-03,1,190,1,1,,
GODA002,Clean Utility - non-inpatient,CAL035,"LAMP repeat call (patient/staff or staff emergency or Cardiac call), ceiling mounted",,1,0,1,1,,
GODA002,Clean Utility - non-inpatient,CLO004,"CLOCK battery with second sweep hand, wall mounted",,1,20,2,2.3,,
GODA002,Clean Utility - non-inpatient,DIS9012,"DISPENSER, lock mechanism for refrigerated  medication, approx 150H 300W 60D",,1,1800,2,2.3,,
GODA002,Clean Utility - non-inpatient,DIS9014,"DISPENSER, medication, double, 2100H 1350W 700D",,1,15000,3,3,,
GODA002,Clean Utility - non-inpatient,HOL006,"HOLDER, sack, with lid foot operated, medium, freestanding, 875H 430W 385D",,1,120,3,3,,
GODA002,Clean Utility - non-inpatient,OUT005,"SOCKET outlet, switched, 13 amp, single",,1,0,1,1,,
GODA002,Clean Utility - non-inpatient,OUT131,"SOCKET outlet data/voice, double.",,1,0,1,1,,
GODA002,Clean Utility - non-inpatient,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",,2,,1,1,,
GODA002,Clean Utility - non-inpatient,REF059,"REFRIGERATOR, medical (drug/vaccine), capacity 160 litre, external temperature gauge, automatic defrost, lockable, underbench, 850H 550W 620D",,1,924,3,3,,
GODA002,Clean Utility - non-inpatient,STF9104,"STORAGE UNIT, upper, cupboard, 1 door, 1 shelf, left handed, lockable, 600H 600W 300D",,1,220,1,1,code change,
GODA002,Clean Utility - non-inpatient,STF9105,"STORAGE UNIT, upper, cupboard, 1 door, 1 shelf, right handed, lockable, 600H 600W 300D",,2,220,1,1,code change,
GODA002,Clean Utility - non-inpatient,TRO133,"TROLLEY, dressing/instrument, stainless steel, buffered, 870H 750W 450D",,2,260,3,3,,
GODA002,Clean Utility - non-inpatient,TRO135,"TROLLEY, dressing/equipment, 6 clear trays, buffered, 890H 510W 480D",,2,650,3,3,,
GODA002,Clean Utility - non-inpatient,TUB002,TUBE PNEUMATIC System,,1,,1,1,"note previosu KDL comments, but that relates to inpatinet rooms, and this is non inpatient",
GODA002,Clean Utility - non-inpatient,WOR115,"WORKTOP, 1200W 600D",,1,280,1,,,
GODA002,Clean Utility - non-inpatient,WRT9000,"WORKTOP, clinical, 600W 600D",,1,,1,,,
GODA002,Clean Utility - non-inpatient,COM031,COMPUTER CPU,COM-02,1,800,3,3.2,,
GODA002,Clean Utility - non-inpatient,COM033,COMPUTER KEYBOARD,COM-02,1,25,3,3.2,,
GODA002,Clean Utility - non-inpatient,COM9010,"COMPUTER MONITOR, 24"" TFT, digital flat panel display, high-resolution screens, desk top",COM-02,1,450,3,3.2,,
GODA002,Clean Utility - non-inpatient,DIS438,"DISPENSER, disposable gloves set of 3 and disposable apron, wall mounted",,1,35,2,2.3,,
GODA016,Dirty Utility - non-inpatient,BAS101,"BASIN, medium, hospital pattern, vitreous china, no tap holes, no overflow, integral back outlet, 500W 400D.",BAS-01,1,67,1,1,,
GODA016,Dirty Utility - non-inpatient,DIS013,"DISPENSER, paper towel, wall mounted",BAS-01,1,15,2,2.3,,
